Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
Skoda,Superb Sportline AT,43225,2021,13092,Petrol,Automatic,Mumbai,White,First,Individual,1984 cc,188,320,FWD,4869.0,1864.0,1469.0,5.0,66.0
Audi,A4 35 TDI Premium,25350,2016,57057,Diesel,Automatic,Ludhiana,White,First,Individual,1968 cc,177,380,FWD,4701.0,1826.0,1427.0,5.0,63.0
Maruti Suzuki,Swift DZire VDI,6500,2015,90000,Diesel,Manual,Ludhiana,White,First,Individual,1248 cc,74,190,FWD,3995.0,1695.0,1555.0,5.0,42.0
Hyundai,i20 Active 1.2 SX,7735,2015,45000,Petrol,Manual,Thane,White,First,Individual,1197 cc,82,115,FWD,3995.0,1760.0,1555.0,5.0,45.0
Maruti Suzuki,Celerio X Zxi AMT [2017-2019],6305,2018,44000,Petrol,Automatic,Delhi,Grey,First,Individual,998 cc,67,90,FWD,3715.0,1635.0,1565.0,5.0,35.0
Mahindra,Thar LX 4-STR Convertible Diesel MT,22100,2021,17000,Diesel,Manual,Karnal,Silver,First,Individual,2184 cc,130,300,AWD,3985.0,1820.0,1855.0,4.0,57.0
Maruti Suzuki,Wagon R VXi 1.2,7527,2019,50860,Petrol,Manual,Bangalore,Grey,First,Individual,1197 cc,82,113,FWD,3655.0,1620.0,1675.0,5.0,32.0
Ford,Endeavour Titanium 2.0 4x2 AT,49400,2020,20000,Diesel,Automatic,Karnal,Black,First,Individual,1996 cc,168,420,RWD,4903.0,1869.0,1837.0,7.0,80.0
Toyota,Fortuner 2.8 4x2 AT [2016-2020],42770,2018,51000,Diesel,Automatic,Mumbai,White,First,Individual,2755 cc,174,450,RWD,4795.0,1855.0,1835.0,7.0,80.0
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],55250,2018,24000,Diesel,Automatic,Hyderabad,White,First,Individual,1950 cc,192,400,RWD,4686.0,1810.0,1442.0,5.0,66.0
Maruti Suzuki,Baleno Delta 1.2,6955,2017,34908,Petrol,Manual,Mumbai,Grey,First,Corporate,1197 cc,83,115,FWD,3995.0,1745.0,1500.0,5.0,37.0
Renault,Duster 110 PS RXL 4X2 AMT [2016-2017],10075,2017,67000,Diesel,Automatic,Mumbai,White,First,Individual,1461 cc,108,248,FWD,4315.0,1822.0,1695.0,5.0,50.0
Maruti Suzuki,Celerio VXi AMT,4485,2014,19000,Petrol,Automatic,Mumbai,Silver,Second,Individual,998 cc,67,90,FWD,3600.0,1600.0,1560.0,5.0,35.0
Skoda,Octavia RS,44200,2019,30600,Petrol,Automatic,Hyderabad,Red,First,Corporate,1984 cc,227,350,FWD,4689.0,1814.0,1496.0,5.0,50.0
BMW,5-Series 520d Luxury Line [2017-2019],58500,2018,49500,Diesel,Automatic,Hyderabad,Black,First,Individual,1995 cc,188,400,RWD,4936.0,1868.0,1479.0,5.0,65.0
Honda,Jazz V Petrol,6825,2016,18800,Petrol,Manual,Mumbai,Grey,First,Individual,1199 cc,89,110,FWD,3955.0,1694.0,1544.0,5.0,40.0
Hyundai,Elite i20 Asta 1.2 [2016-2017],8450,2016,100000,Petrol,Manual,Hyderabad,Grey,First,Individual,1197 cc,82,115,FWD,3985.0,1734.0,1505.0,5.0,45.0
Hyundai,Creta 1.6 SX Plus AT Petrol,13962,2017,50050,Petrol,Automatic,Delhi,White,First,Individual,1591 cc,122,154,FWD,4270.0,1780.0,1630.0,5.0,60.0
Hyundai,Creta 1.6 SX,22750,2021,14000,Diesel,Manual,Chennai,Black,First,Individual,1582 cc,126,265,FWD,4270.0,1780.0,1630.0,5.0,60.0
Nissan,Terrano XL D Plus,7670,2014,55000,Diesel,Manual,Lucknow,Grey,Second,Individual,1461 cc,84,200,FWD,4331.0,1822.0,1671.0,5.0,50.0
Ford,Mustang GT Fastback 5.0L v8,103870,2018,23000,Petrol,Automatic,Chennai,Yellow,First,Individual,4951 cc,396,515,RWD,4784.0,2080.0,1391.0,4.0,60.9
Hyundai,Creta SX (O) 1.5 Diesel [2020-2022],22425,2020,35000,Diesel,Manual,Dehradun,White,First,Individual,1493 cc,113,250,FWD,4300.0,1790.0,1635.0,5.0,50.0
Maruti Suzuki,Celerio ZXi AMT [2019-2020],8190,2019,20734,Petrol,Automatic,Udupi,Silver,First,Individual,998 cc,67,90,FWD,3695.0,1600.0,1560.0,5.0,35.0
Mercedes-Benz,CLS 300d [2018-2019],90675,2020,15200,Diesel,Automatic,Delhi,White,First,Individual,1950 cc,241,500,RWD,4988.0,1890.0,1435.0,5.0,66.0
Toyota,Fortuner 3.0 4x2 MT,17875,2013,83000,Diesel,Manual,Jalandhar,White,First,Individual,2982 cc,169,343,RWD,4705.0,1840.0,1850.0,7.0,80.0
Honda,Amaze 1.5 S i-DTEC,5525,2014,75000,Diesel,Manual,Amritsar,Brown,First,Individual,1498 cc,99,200,FWD,3990.0,1680.0,1505.0,5.0,35.0
Toyota,Innova 2.8 GX AT 8 STR [2016-2020],28548,2019,42794,Diesel,Automatic,Bangalore,White,First,Individual,2755 cc,172,360,RWD,4735.0,1830.0,1795.0,8.0,55.0
Mercedes-Benz,V-Class Elite LWB,81900,2020,40000,Diesel,Automatic,Delhi,Silver,First,Corporate,1950 cc,161,380,RWD,5140.0,1928.0,1901.0,6.0,57.0
Honda,City 1.5 S MT,3250,2009,72256,Petrol,Manual,Navi Mumbai,Black,First,Individual,1497 cc,118,146,FWD,4420.0,1695.0,1480.0,5.0,42.0
Audi,A3 35 TDI Premium Plus + Sunroof,38350,2018,17300,Diesel,Automatic,Bangalore,Red,First,Individual,1968 cc,141,320,FWD,4456.0,1796.0,1416.0,5.0,50.0
Mahindra,Scorpio S6 Plus Intelli-Hybrid,12805,2017,68000,Diesel,Manual,Delhi,White,First,Individual,2179 cc,120,280,RWD,4456.0,1820.0,1995.0,8.0,60.0
Hyundai,Venue S 1.0 AT Petrol [2019-2020],9750,2019,43600,Petrol,Automatic,Allahabad,White,First,Individual,998 cc,118,172,FWD,3995.0,1770.0,1605.0,5.0,45.0
Maruti Suzuki,Wagon R VXi (O),5850,2018,43000,Petrol,Manual,Allahabad,White,First,Individual,998 cc,67,90,FWD,3636.0,1475.0,1670.0,5.0,35.0
Maruti Suzuki,Vitara Brezza VXi,11037,2021,17283,Petrol,Manual,Mumbai,White,First,Individual,1462 cc,103,138,FWD,3995.0,1790.0,1640.0,5.0,48.0
Maruti Suzuki,Swift DZire VXI,5590,2014,59000,Petrol,Manual,Guwahati,Blue,First,Individual,1197 cc,85,114,FWD,3995.0,1695.0,1555.0,5.0,42.0
Maruti Suzuki,Ertiga VDI SHVS,9620,2017,88000,Diesel,Manual,Mohali,White,First,Individual,1248 cc,89,200,FWD,4296.0,1695.0,1685.0,7.0,45.0
BMW,X7 xDrive40i M Sport,162500,2021,9500,Petrol,Automatic,Chandigarh,White,First,Individual,2998 cc,335,450,AWD,5151.0,2000.0,1805.0,6.0,83.0
Hyundai,Creta SX 1.6 AT Petrol,16380,2018,36000,Petrol,Automatic,Mumbai,Grey,First,Individual,1591 cc,122,151,FWD,4270.0,1780.0,1665.0,5.0,55.0
Renault,Kwid RXT [2015-2019],3250,2017,32000,Petrol,Manual,Kolkata,White,First,Individual,799 cc,53,72,FWD,3679.0,1579.0,1478.0,5.0,28.0
Hyundai,Verna SX (O) AT Anniversary Edition 1.6 VTVT,12675,2018,53300,Petrol,Automatic,Thane,Grey,First,Individual,1591 cc,121,151,FWD,4440.0,1729.0,1475.0,5.0,45.0
Audi,A4 Premium Plus 40 TFSI,53963,2022,1,Petrol,Automatic,Delhi,Black,UnRegistered Car,Individual,1984 cc,188,320,FWD,4762.0,1847.0,1433.0,5.0,54.0
BMW,X1 sDrive20d,42250,2020,32005,Diesel,Automatic,Bangalore,Blue,Second,Individual,1995 cc,184,380,RWD,4454.0,1798.0,1545.0,5.0,61.0
Ford,Endeavour Titanium 3.2 4x4 AT,44850,2018,35000,Diesel,Automatic,Ludhiana,White,First,Individual,3198 cc,197,470,AWD,4892.0,1860.0,1837.0,7.0,80.0
BMW,X3 xDrive30i M Sport,86840,2022,18223,Petrol,Automatic,Ahmedabad,Blue,First,Individual,1998 cc,248,350,AWD,4708.0,1891.0,1676.0,5.0,60.0
Mahindra,TUV300 T8,7800,2016,92000,Diesel,Manual,Kanpur,White,Second,Individual,1493 cc,84,230,RWD,3995.0,1835.0,1839.0,7.0,60.0
Hyundai,Elantra 2.0 SX (O) AT,19045,2019,22000,Petrol,Automatic,Mumbai,Silver,Second,Individual,1999 cc,150,192,FWD,4570.0,1800.0,1465.0,5.0,50.0
Hyundai,Verna Fluidic 1.6 VTVT SX,6175,2014,62000,Petrol,Manual,Delhi,Silver,First,Individual,1591 cc,121,158,FWD,4370.0,1700.0,1475.0,5.0,43.0
Renault,Kiger RXZ AMT,13000,2022,4000,Petrol,Automatic,Hyderabad,White,Second,Individual,999 cc,71,96,FWD,3991.0,1750.0,1605.0,5.0,40.0
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],24050,2016,72000,Diesel,Automatic,Ludhiana,White,First,Individual,2755 cc,172,360,RWD,4735.0,1830.0,1795.0,7.0,55.0
Maruti Suzuki,Ciaz ZXI+,7410,2015,60798,Petrol,Manual,Mumbai,White,First,Individual,1373 cc,91,130,FWD,4490.0,1730.0,1485.0,5.0,43.0
Hyundai,Verna 1.6 VTVT SX AT,10010,2016,20000,Petrol,Automatic,Pune,White,First,Individual,1591 cc,121,158,FWD,4375.0,1700.0,1475.0,5.0,43.0
Honda,City V CVT Petrol [2017-2019],13520,2019,18000,Petrol,Automatic,Delhi,Brown,First,Individual,1497 cc,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0
Mahindra,Scorpio SLE BS-IV,8775,2014,78000,Diesel,Manual,Ludhiana,White,Second,Individual,2179 cc,120,290,RWD,4430.0,1817.0,1975.0,8.0,60.0
Maruti Suzuki,Swift DZire VXI,5850,2014,52000,Petrol,Manual,Delhi,Silver,First,Individual,1197 cc,85,114,FWD,3995.0,1695.0,1555.0,5.0,42.0
Maruti Suzuki,Swift ZXi,10400,2022,10000,Petrol,Manual,Jalandhar,White,First,Individual,1197 cc,89,113,FWD,3845.0,1735.0,1530.0,5.0,37.0
Tata,Safari 2.2 VX 4x2 Varicor400,28600,2021,32000,Diesel,Manual,Patna,Green,First,Individual,2179 cc,154,400,RWD,4655.0,1965.0,1922.0,7.0,63.0
Mahindra,XUV500 W10,13975,2015,138000,Diesel,Manual,Bangalore,Silver,First,Individual,2179 cc,138,330,FWD,4585.0,1890.0,1785.0,7.0,70.0
Maruti Suzuki,DZire LDi,7280,2018,84500,Diesel,Manual,Ambala Cantt,White,Third,Individual,1248 cc,74,190,FWD,3995.0,1735.0,1515.0,5.0,37.0
Hyundai,Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],5850,2016,47000,Petrol,Manual,Dehradun,Grey,Second,Individual,1197 cc,81,114,FWD,3765.0,1660.0,1520.0,5.0,43.0
Volvo,S90 Momentum D4 [2018-2020],54275,2018,20000,Diesel,Automatic,Delhi,White,First,Individual,1969 cc,190,400,FWD,4963.0,1879.0,1443.0,5.0,55.0
MINI,Cooper JCW Hatchback,67600,2022,0,Petrol,Automatic,Ahmedabad,Yellow,UnRegistered Car,Individual,1998 cc,228,320,FWD,3850.0,1727.0,1414.0,4.0,44.0
Hyundai,Verna EX 1.6 CRDi [2017-2018],10530,2018,73000,Diesel,Manual,Pune,Red,First,Individual,1582 cc,126,260,FWD,4440.0,1729.0,1475.0,5.0,45.0
Mercedes-Benz,S-Class S 500,24375,2011,72000,Petrol,Automatic,Mumbai,Silver,First,Individual,4663 cc,453,700,RWD,5246.0,1899.0,1494.0,4.0,80.0
Honda,Jazz S AT [2015-2016],6760,2015,42000,Petrol,Automatic,Delhi,White,First,Individual,1198 cc,87,110,FWD,3955.0,1694.0,1544.0,5.0,40.0
Mercedes-Benz,GLE 300d 4MATIC LWB,115700,2021,9000,Diesel,Automatic,Delhi,Black,First,Individual,1950 cc,241,500,AWD,4924.0,2157.0,1772.0,5.0,93.0
Maruti Suzuki,Swift VDi,5525,2015,36528,Diesel,Manual,Varanasi,Blue,Third,Individual,1248 cc,74,190,FWD,3850.0,1695.0,1530.0,5.0,42.0
Maruti Suzuki,Swift VXi,4225,2012,30000,Petrol,Manual,Patna,Blue,First,Individual,1197 cc,85,114,FWD,3850.0,1695.0,1530.0,5.0,42.0
Volvo,XC60 Inscription,25350,2016,79000,Diesel,Automatic,Ahmedabad,White,First,Individual,2400 cc,215,440,AWD,4644.0,1891.0,1713.0,5.0,70.0
BMW,X3 xDrive-20d xLine,68900,2019,15087,Diesel,Automatic,Mumbai,Blue,First,Corporate,1995 cc,190,400,AWD,4657.0,1881.0,1678.0,5.0,67.0
Mahindra,Scorpio S2,12350,2018,41000,Diesel,Manual,Patna,Blue,First,Individual,2523 cc,75,200,RWD,4456.0,1820.0,1930.0,8.0,60.0
Volvo,XC90 D5 Inscription,110500,2021,32500,Diesel,Automatic,Ahmedabad,White,First,Individual,1969 cc,232,480,AWD,4953.0,2008.0,1776.0,7.0,71.0
Audi,A6 35 TDI Matrix,25675,2015,61000,Diesel,Automatic,Delhi,White,Second,Individual,1968 cc,190,400,FWD,4933.0,1874.0,1455.0,5.0,75.0
Mercedes-Benz,GLE 250 d,54600,2017,85000,Diesel,Automatic,Ludhiana,Black,First,Individual,2143 cc,201,500,AWD,4819.0,2141.0,1796.0,5.0,93.0
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],45500,2019,55000,Diesel,Automatic,Pune,Black,Second,Individual,1950 cc,192,400,RWD,4686.0,1810.0,1442.0,5.0,66.0
Renault,Kwid CLIMBER 1.0 [2017-2019],4875,2017,45000,Petrol,Manual,Bhubaneswar,Grey,UnRegistered Car,Individual,999 cc,67,91,FWD,3679.0,1579.0,1478.0,5.0,28.0
Mercedes-Benz,GLA 200 d Sport,23725,2016,58000,Diesel,Automatic,Lucknow,White,First,Individual,2143 cc,134,300,FWD,4424.0,1804.0,1494.0,5.0,50.0
Mahindra,Thar LX 4-STR Hard Top Petrol AT,22230,2021,4400,Petrol,Automatic,Mumbai,Black,First,Individual,1997 cc,150,320,AWD,3985.0,1820.0,1844.0,4.0,57.0
Maruti Suzuki,Celerio VXi AMT,4875,2014,35000,Petrol,Automatic,Delhi,Red,First,Individual,998 cc,67,90,FWD,3600.0,1600.0,1560.0,5.0,35.0
Maruti Suzuki,Alto 800 Vxi,3705,2016,22346,Petrol,Manual,Patna,White,First,Individual,796 cc,47,69,FWD,3395.0,1490.0,1475.0,5.0,35.0
Mahindra,Thar AX 6-STR Soft Top Petrol MT,24050,2021,23280,Petrol,Manual,Aurangabad,Red,Second,Individual,1997 cc,150,300,AWD,3985.0,1820.0,1920.0,6.0,57.0
Maruti Suzuki,Ertiga ZDi,8073,2013,72000,Diesel,Manual,Mumbai,Blue,First,Individual,1248 cc,89,200,FWD,4265.0,1695.0,1685.0,7.0,45.0
Mitsubishi,Pajero 2.5 AT,19175,2016,82000,Diesel,Automatic,Mumbai,Grey,First,Individual,2477 cc,176,350,RWD,4695.0,1815.0,1840.0,7.0,70.0
Toyota,Fortuner 3.0 4x2 AT,23400,2015,86000,Diesel,Automatic,Ludhiana,White,Second,Individual,2982 cc,169,360,RWD,4705.0,1840.0,1850.0,7.0,80.0
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],5187,2018,38000,Petrol,Manual,Kolkata,Silver,First,Individual,1197 cc,81,114,FWD,3765.0,1660.0,1520.0,5.0,43.0
Hyundai,Creta 1.6 SX Plus Special Edition,11570,2015,138314,Diesel,Manual,Hyderabad,White,First,Individual,1582 cc,126,265,FWD,4270.0,1780.0,1630.0,5.0,60.0
Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,17225,2021,9900,Petrol,Automatic,Mumbai,Blue,First,Individual,1591 cc,121,158,FWD,4370.0,1700.0,1475.0,5.0,43.0
Mercedes-Benz,C-Class 220 CDI AT,68900,2022,12500,Diesel,Automatic,Hyderabad,White,UnRegistered Car,Individual,2148 cc,170,410,RWD,4596.0,1770.0,1447.0,5.0,66.0
Mercedes-Benz,E-Class E 220d Expression [2019-2019],62075,2018,51529,Diesel,Automatic,Bangalore,White,First,Individual,1950 cc,192,400,RWD,5063.0,1860.0,1494.0,5.0,80.0
Mahindra,Quanto C4,3237,2013,60000,Diesel,Manual,Kolkata,Red,First,Individual,1493 cc,100,240,RWD,3985.0,1850.0,1880.0,7.0,55.0
Maruti Suzuki,Celerio VXi (O) [2019-2020],6630,2019,48000,Petrol,Manual,Hyderabad,White,First,Individual,998 cc,67,90,FWD,3695.0,1600.0,1560.0,5.0,35.0
Jeep,Compass Limited 2.0 Diesel 4x4 [2017-2020],18850,2018,90000,Diesel,Manual,Guwahati,Black,First,Individual,1956 cc,171,350,AWD,4395.0,1818.0,1640.0,5.0,60.0
Maruti Suzuki,S-Cross Delta 1.6,8320,2017,63000,Diesel,Manual,Delhi,Grey,First,Individual,1598 cc,118,320,FWD,4300.0,1765.0,1590.0,5.0,48.0
Maruti Suzuki,Celerio LDi [2015-2017],3887,2017,65822,Diesel,Manual,Lucknow,Silver,First,Individual,793 cc,46,125,FWD,3600.0,1600.0,1560.0,5.0,35.0
Maruti Suzuki,Wagon R Duo LXi LPG,2535,2009,102000,LPG,Manual,Nashik,White,First,Individual,1061 cc,58,77,FWD,3520.0,1475.0,1660.0,5.0,35.0
Mercedes-Benz,S-Class 350 CDI L,19435,2011,72100,Diesel,Automatic,Mumbai,Red,Second,Individual,2987 cc,235,490,RWD,5226.0,2120.0,1479.0,5.0,90.0
Porsche,Cayenne Base,193700,2021,7534,Petrol,Automatic,Mumbai,Blue,UnRegistered Car,Individual,2995 cc,335,450,AWD,4918.0,1983.0,1696.0,5.0,75.0
Toyota,Etios Liva G,4550,2013,34000,Petrol,Manual,Pune,Black,First,Individual,1197 cc,80,104,FWD,3775.0,1695.0,1510.0,5.0,45.0
Toyota,Innova 2.4 VX 7 STR [2016-2020],18473,2017,75000,Diesel,Manual,Varanasi,White,Second,Individual,2393 cc,148,343,RWD,4735.0,1830.0,1795.0,7.0,55.0
Honda,Jazz V AT Petrol,7735,2017,99000,Petrol,Automatic,Noida,Brown,First,Individual,1199 cc,89,110,FWD,3955.0,1694.0,1544.0,5.0,40.0
Maruti Suzuki,Swift DZire VDI,4563,2013,42000,Diesel,Manual,Patna,White,First,Individual,1248 cc,74,190,FWD,3995.0,1695.0,1555.0,5.0,42.0
Mahindra,XUV500 W8 AWD,12675,2017,78000,Diesel,Manual,Mumbai,Silver,First,Individual,2179 cc,140,330,AWD,4585.0,1890.0,1785.0,7.0,70.0
Maruti Suzuki,Ciaz Delta Hybrid 1.5 [2018-2020],10725,2019,44000,Petrol,Manual,Delhi,White,First,Individual,1462 cc,103,138,FWD,4490.0,1730.0,1485.0,5.0,43.0
Tata,Hexa XT 4x2 6 STR,13650,2017,88757,Diesel,Manual,Indore,Blue,Second,Individual,2179 cc,154,400,RWD,4788.0,1903.0,1791.0,6.0,60.0
Audi,Q3 30 TDI Premium FWD,25610,2017,85000,Diesel,Automatic,Chennai,Blue,Second,Individual,1968 cc,150,340,FWD,4385.0,1831.0,1608.0,5.0,64.0
BMW,2 Series Gran Coupe 220d M Sport [2020-2021],53300,2020,12136,Diesel,Automatic,Hyderabad,Blue,First,Corporate,1995 cc,188,400,FWD,4526.0,1800.0,1420.0,5.0,50.0
Audi,A4 35 TDI Premium Sunroof,19825,2015,49000,Diesel,Automatic,Mohali,Silver,First,Individual,1968 cc,177,380,FWD,4701.0,1826.0,1427.0,5.0,63.0
Mercedes-Benz,A-Class Sedan 200,53950,2021,6000,Petrol,Automatic,Delhi,White,First,Individual,1332 cc,161,250,FWD,4549.0,1796.0,1446.0,5.0,43.0
Maruti Suzuki,Vitara Brezza ZDi Plus,9425,2017,64000,Diesel,Manual,Kolkata,Gold,First,Individual,1248 cc,89,200,FWD,3995.0,1790.0,1640.0,5.0,48.0
Toyota,Corolla Altis 1.8 G,4420,2011,109000,Petrol,Manual,Mumbai,White,Second,Individual,1794 cc,132,170,FWD,4540.0,1760.0,1480.0,5.0,55.0
Maruti Suzuki,Baleno Delta 1.2,8450,2018,32000,Petrol,Manual,Delhi,Blue,First,Individual,1197 cc,83,115,FWD,3995.0,1745.0,1500.0,5.0,37.0
Maruti Suzuki,Swift Lxi (O) [2014-2017],7410,2019,13000,Petrol,Manual,Delhi,Silver,First,Individual,1197 cc,83,115,FWD,3850.0,1695.0,1530.0,5.0,42.0
Mahindra,Scorpio S5 2WD 7 STR,15860,2020,35000,Diesel,Manual,Patna,White,First,Individual,2179 cc,120,280,RWD,4456.0,1820.0,1995.0,7.0,60.0
Mahindra,XUV500 W4 1.99,10400,2017,112000,Diesel,Manual,Muzaffurpur,Silver,First,Individual,1997 cc,138,320,FWD,4585.0,1890.0,1785.0,7.0,70.0
Maruti Suzuki,Baleno Zeta 1.2 AT,8580,2017,40000,Petrol,Automatic,Pune,Blue,First,Individual,1197 cc,83,115,FWD,3995.0,1745.0,1500.0,5.0,37.0
Honda,WR-V VX MT Petrol,7475,2017,53580,Petrol,Manual,Kolkata,Gold,First,Individual,1199 cc,89,110,FWD,3999.0,1734.0,1601.0,5.0,40.0
Mahindra,Quanto C8,3120,2013,51500,Diesel,Manual,Kolkata,Maroon,Second,Individual,1493 cc,100,240,RWD,3985.0,1850.0,1880.0,7.0,55.0
Honda,City V Petrol,12350,2019,22000,Petrol,Manual,Noida,White,First,Individual,1497 cc,118,145,FWD,4440.0,1695.0,1495.0,5.0,40.0
Renault,Kwid RXT [2015-2019],5447,2017,23700,Petrol,Manual,Mysore,Bronze,First,Individual,799 cc,53,72,FWD,3679.0,1579.0,1478.0,5.0,28.0
Maruti Suzuki,Swift DZire VXI AT,9750,2017,48069,Petrol,Automatic,Hyderabad,White,First,Individual,1197 cc,83,115,FWD,3995.0,1695.0,1555.0,5.0,42.0
Audi,A4 35 TDI Premium Plus,44200,2019,48000,Diesel,Automatic,Chandigarh,White,First,Individual,1968 cc,188,400,FWD,4726.0,1842.0,1427.0,5.0,54.0
Skoda,Octavia Elegance 2.0 TDI AT,15080,2015,47981,Diesel,Automatic,Mumbai,Black,First,Individual,1968 cc,141,320,FWD,4659.0,1814.0,1476.0,5.0,50.0
Hyundai,Alcazar Platinum 7 STR 1.5 Diesel,22750,2021,26000,Diesel,Manual,Zirakpur,White,First,Individual,1493 cc,113,250,FWD,4500.0,1790.0,1675.0,7.0,50.0
Kia,Seltos HTK Plus AT 1.5 Diesel [2020-2021],20475,2020,63000,Diesel,Automatic,Ahmedabad,White,First,Individual,1493 cc,113,250,FWD,4315.0,1800.0,1645.0,5.0,50.0
Toyota,Fortuner 2.8 4x2 AT [2016-2020],36543,2019,71500,Diesel,Automatic,Delhi,White,Second,Individual,2755 cc,174,450,RWD,4795.0,1855.0,1835.0,7.0,80.0
Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],6175,2016,16630,Petrol,Manual,Mumbai,Maroon,First,Individual,1197 cc,81,114,FWD,3765.0,1660.0,1520.0,5.0,43.0
Audi,A6 35 TDI Matrix,56563,2018,36000,Diesel,Automatic,Pune,White,First,Individual,1968 cc,190,400,FWD,4933.0,1874.0,1455.0,5.0,75.0
Honda,City VX Petrol [2017-2019],11050,2017,47255,Petrol,Manual,Ahmedabad,Grey,First,Individual,1497 cc,117,145,FWD,4440.0,1695.0,1495.0,5.0,40.0
Mahindra,XUV500 W5 [2018-2020],14235,2018,50000,Diesel,Manual,Zirakpur,Maroon,First,Individual,2179 cc,153,360,FWD,4585.0,1890.0,1785.0,7.0,70.0
BMW,5-Series 530d M Sport,100100,2021,18703,Diesel,Automatic,Chennai,White,First,Individual,2993 cc,261,620,RWD,4963.0,1868.0,1467.0,5.0,66.0
Audi,A6 Technology 45 TFSI,75400,2021,7935,Petrol,Automatic,Surat,Brown,UnRegistered Car,Individual,1984 cc,241,370,FWD,4939.0,1886.0,1457.0,5.0,73.0
Hyundai,Creta SX 1.5 Petrol CVT [2020-2022],25025,2022,9355,Petrol,Automatic,Mumbai,White,First,Individual,1497 cc,113,144,FWD,4300.0,1790.0,1635.0,5.0,50.0
Renault,Kwid RXL [2015-2019],3965,2018,34800,Petrol,Manual,Jamshedpur,Red,First,Individual,799 cc,53,72,FWD,3679.0,1579.0,1478.0,5.0,28.0
Nissan,Terrano XL D Plus,5005,2013,72000,Diesel,Manual,Dehradun,Grey,Second,Individual,1461 cc,84,200,FWD,4331.0,1822.0,1671.0,5.0,50.0
Skoda,Rapid Elegance 1.6 TDI CR MT,6500,2012,86288,Diesel,Manual,Hyderabad,Black,First,Individual,1598 cc,103,250,FWD,4386.0,1699.0,1466.0,5.0,55.0
Honda,Jazz V Petrol,8515,2017,24003,Petrol,Manual,Bangalore,Brown,First,Individual,1199 cc,89,110,FWD,3955.0,1694.0,1544.0,5.0,40.0
Tata,Nexon XZ Plus Diesel,12025,2017,28000,Diesel,Manual,Bangalore,Red,First,Individual,1497 cc,108,260,FWD,3994.0,1811.0,1607.0,5.0,44.0
Hyundai,Elite i20 Asta 1.4 CRDI,8970,2017,65000,Diesel,Manual,Ahmedabad,White,First,Individual,1396 cc,89,220,FWD,3985.0,1734.0,1505.0,5.0,45.0
Mahindra,XUV500 W11,19500,2019,75000,Diesel,Manual,Kota,White,First,Individual,2179 cc,153,360,FWD,4585.0,1890.0,1785.0,7.0,70.0
Maruti Suzuki,Ertiga ZDi,8125,2015,45000,Diesel,Manual,Gurgaon,Grey,Second,Individual,1248 cc,89,200,FWD,4265.0,1695.0,1685.0,7.0,45.0
Hyundai,Verna 1.6 CRDI SX (O),10985,2018,71000,Diesel,Manual,Gurgaon,White,Second,Individual,1582 cc,126,260,FWD,4375.0,1700.0,1475.0,5.0,43.0
Honda,BR-V V CVT Petrol,9685,2018,54000,Petrol,Automatic,Kolkata,Silver,First,Individual,1497 cc,117,145,FWD,4453.0,1735.0,1666.0,7.0,42.0
Mahindra,TUV300 T6 Plus AMT,8450,2015,49776,Diesel,Automatic,Mumbai,White,First,Individual,1493 cc,84,230,RWD,3995.0,1835.0,1839.0,7.0,60.0
Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],8320,2017,61000,Diesel,Manual,Kanpur,Maroon,First,Individual,1248 cc,89,200,FWD,3995.0,1790.0,1640.0,5.0,48.0
Volvo,V40 D3 R-Design,26650,2017,68000,Diesel,Automatic,Mumbai,White,Second,Corporate,1984 cc,150,350,FWD,4370.0,1783.0,1458.0,5.0,60.0
Maruti Suzuki,Celerio VXi AMT,5135,2014,47884,Petrol,Automatic,Pune,Red,First,Individual,998 cc,67,90,FWD,3600.0,1600.0,1560.0,5.0,35.0
Skoda,Octavia 1.8 TSI Style Plus AT [2017],18070,2017,56000,Petrol,Automatic,Navi Mumbai,White,First,Individual,1798 cc,177,250,FWD,4670.0,1814.0,1476.0,5.0,50.0
Honda,City 1.5 V MT,4745,2010,58424,Petrol,Manual,Hyderabad,Gold,First,Individual,1497 cc,118,146,FWD,4420.0,1695.0,1480.0,5.0,42.0
Hyundai,Xcent S 1.1 CRDi Special Edition,5863,2017,55000,Diesel,Manual,Ahmedabad,White,First,Individual,1120 cc,71,180,FWD,3995.0,1660.0,1520.0,5.0,43.0
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],27950,2017,45000,Diesel,Automatic,Mumbai,Grey,First,Individual,2755 cc,172,360,RWD,4735.0,1830.0,1795.0,7.0,55.0
