Age,Make,Model,Price,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
4,Land Rover,Discovery Sport HSE Luxury 7-Seater,59475,50000,Diesel,Automatic,Karnal,Blue,First,Individual,2179,188.0,1750,AWD,4600.0,2069.0,1724.0,7.0,65.0
7,Audi,Q3 35 TDI Premium + Sunroof,25350,84878,Diesel,Automatic,Nashik,White,Second,Individual,1968,174.0,1750,AWD,4385.0,1831.0,1608.0,5.0,64.0
4,BMW,5-Series 520d Luxury Line [2017-2019],62400,31000,Diesel,Automatic,Delhi,Black,First,Individual,1995,188.0,1750,RWD,4936.0,1868.0,1479.0,5.0,65.0
4,Toyota,Innova 2.4 VX 8 STR [2016-2020],25987,71063,Diesel,Manual,Navi Mumbai,Silver,First,Individual,2393,148.0,1400,RWD,4735.0,1830.0,1795.0,8.0,55.0
7,Ford,Ecosport Ambiente 1.5L Ti-VCT,6175,69001,Petrol,Manual,Delhi,White,First,Individual,1499,110.0,4400,FWD,3999.0,1765.0,1708.0,5.0,52.0
9,Hyundai,Verna Fluidic 1.6 CRDi SX,5395,62000,Diesel,Manual,Delhi,Silver,Second,Individual,1582,126.0,1900,FWD,4370.0,1700.0,1475.0,5.0,43.0
11,Hyundai,i20 Magna (O) 1.4 CRDI,4875,82000,Diesel,Manual,Chandigarh,White,First,Individual,1336,89.0,1500,FWD,3995.0,1710.0,1505.0,5.0,45.0
12,Toyota,Etios V,3900,49200,Petrol,Manual,Mumbai,Silver,First,Individual,1496,80.0,3000,FWD,4265.0,1695.0,1510.0,5.0,45.0
2,Mahindra,Thar LX 4-STR Hard Top Petrol MT,19500,8000,Petrol,Manual,Agra,Red,Second,Individual,1997,150.0,1250,AWD,3985.0,1820.0,1844.0,4.0,57.0
4,Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],12675,58000,Diesel,Manual,Mumbai,White,First,Individual,1248,89.0,1750,FWD,3995.0,1790.0,1640.0,5.0,48.0
8,Maruti Suzuki,Alto VXi [2014-2019],4810,64000,Petrol,Manual,Mohali,Grey,First,Individual,998,67.0,3500,FWD,3545.0,1490.0,1475.0,5.0,35.0
11,Hyundai,i10 Era 1.1 iRDE2 [2010-2017],3250,48568,Petrol,Manual,Mumbai,White,First,Individual,1086,68.0,4500,FWD,3585.0,1595.0,1550.0,5.0,35.0
9,Jaguar,XJ 3.0 V6 Portfolio,40950,66500,Diesel,Automatic,Delhi,White,First,Individual,2993,271.0,2000,RWD,5252.0,1899.0,1457.0,5.0,83.0
5,Mahindra,XUV500 W9 [2018-2020],14495,58590,Diesel,Manual,Kolkata,Grey,First,Individual,2179,153.0,1750,FWD,4585.0,1890.0,1785.0,7.0,70.0
14,Hyundai,i10 Era,1690,59000,Petrol,Manual,Kanpur,Silver,Second,Individual,1086,67.0,2800,FWD,3565.0,1595.0,1550.0,5.0,35.0
10,Maruti Suzuki,Swift VXi,3887,47000,Petrol,Manual,Kolkata,Silver,First,Individual,1197,85.0,4000,FWD,3850.0,1695.0,1530.0,5.0,42.0
9,Hyundai,i20 Magna 1.2,3900,40000,Petrol,Manual,Kolkata,Silver,First,Individual,1197,83.0,4000,FWD,3995.0,1710.0,1505.0,5.0,45.0
2,Skoda,Superb Sportline AT,43225,13092,Petrol,Automatic,Mumbai,White,First,Individual,1984,188.0,1450,FWD,4869.0,1864.0,1469.0,5.0,66.0
7,Audi,A4 35 TDI Premium,25350,57057,Diesel,Automatic,Ludhiana,White,First,Individual,1968,177.0,1750,FWD,4701.0,1826.0,1427.0,5.0,63.0
8,Maruti Suzuki,Swift DZire VDI,6500,90000,Diesel,Manual,Ludhiana,White,First,Individual,1248,74.0,2000,FWD,3995.0,1695.0,1555.0,5.0,42.0
8,Hyundai,i20 Active 1.2 SX,7735,45000,Petrol,Manual,Thane,White,First,Individual,1197,82.0,4000,FWD,3995.0,1760.0,1555.0,5.0,45.0
5,Maruti Suzuki,Celerio X Zxi AMT [2017-2019],6305,44000,Petrol,Automatic,Delhi,Grey,First,Individual,998,67.0,3500,FWD,3715.0,1635.0,1565.0,5.0,35.0
2,Mahindra,Thar LX 4-STR Convertible Diesel MT,22100,17000,Diesel,Manual,Karnal,Silver,First,Individual,2184,130.0,1600,AWD,3985.0,1820.0,1855.0,4.0,57.0
4,Maruti Suzuki,Wagon R VXi 1.2,7527,50860,Petrol,Manual,Bangalore,Grey,First,Individual,1197,82.0,4200,FWD,3655.0,1620.0,1675.0,5.0,32.0
3,Ford,Endeavour Titanium 2.0 4x2 AT,49400,20000,Diesel,Automatic,Karnal,Black,First,Individual,1996,168.0,2000,RWD,4903.0,1869.0,1837.0,7.0,80.0
5,Toyota,Fortuner 2.8 4x2 AT [2016-2020],42770,51000,Diesel,Automatic,Mumbai,White,First,Individual,2755,174.0,1600,RWD,4795.0,1855.0,1835.0,7.0,80.0
5,Mercedes-Benz,C-Class C 220d Progressive [2018-2019],55250,24000,Diesel,Automatic,Hyderabad,White,First,Individual,1950,192.0,1600,RWD,4686.0,1810.0,1442.0,5.0,66.0
6,Maruti Suzuki,Baleno Delta 1.2,6955,34908,Petrol,Manual,Mumbai,Grey,First,Corporate,1197,83.0,4000,FWD,3995.0,1745.0,1500.0,5.0,37.0
6,Renault,Duster 110 PS RXL 4X2 AMT [2016-2017],10075,67000,Diesel,Automatic,Mumbai,White,First,Individual,1461,108.0,2250,FWD,4315.0,1822.0,1695.0,5.0,50.0
9,Maruti Suzuki,Celerio VXi AMT,4485,19000,Petrol,Automatic,Mumbai,Silver,Second,Individual,998,67.0,3500,FWD,3600.0,1600.0,1560.0,5.0,35.0
4,Skoda,Octavia RS,44200,30600,Petrol,Automatic,Hyderabad,Red,First,Corporate,1984,227.0,1250,FWD,4689.0,1814.0,1496.0,5.0,50.0
5,BMW,5-Series 520d Luxury Line [2017-2019],58500,49500,Diesel,Automatic,Hyderabad,Black,First,Individual,1995,188.0,1750,RWD,4936.0,1868.0,1479.0,5.0,65.0
7,Honda,Jazz V Petrol,6825,18800,Petrol,Manual,Mumbai,Grey,First,Individual,1199,89.0,4800,FWD,3955.0,1694.0,1544.0,5.0,40.0
7,Hyundai,Elite i20 Asta 1.2 [2016-2017],8450,100000,Petrol,Manual,Hyderabad,Grey,First,Individual,1197,82.0,4000,FWD,3985.0,1734.0,1505.0,5.0,45.0
6,Hyundai,Creta 1.6 SX Plus AT Petrol,13962,50050,Petrol,Automatic,Delhi,White,First,Individual,1591,122.0,4850,FWD,4270.0,1780.0,1630.0,5.0,60.0
2,Hyundai,Creta 1.6 SX,22750,14000,Diesel,Manual,Chennai,Black,First,Individual,1582,126.0,1900,FWD,4270.0,1780.0,1630.0,5.0,60.0
9,Nissan,Terrano XL D Plus,7670,55000,Diesel,Manual,Lucknow,Grey,Second,Individual,1461,84.0,1900,FWD,4331.0,1822.0,1671.0,5.0,50.0
5,Ford,Mustang GT Fastback 5.0L v8,103870,23000,Petrol,Automatic,Chennai,Yellow,First,Individual,4951,396.0,4250,RWD,4784.0,2080.0,1391.0,4.0,60.9
3,Hyundai,Creta SX (O) 1.5 Diesel [2020-2022],22425,35000,Diesel,Manual,Dehradun,White,First,Individual,1493,113.0,1500,FWD,4300.0,1790.0,1635.0,5.0,50.0
4,Maruti Suzuki,Celerio ZXi AMT [2019-2020],8190,20734,Petrol,Automatic,Udupi,Silver,First,Individual,998,67.0,3500,FWD,3695.0,1600.0,1560.0,5.0,35.0
3,Mercedes-Benz,CLS 300d [2018-2019],90675,15200,Diesel,Automatic,Delhi,White,First,Individual,1950,241.0,1600,RWD,4988.0,1890.0,1435.0,5.0,66.0
10,Toyota,Fortuner 3.0 4x2 MT,17875,83000,Diesel,Manual,Jalandhar,White,First,Individual,2982,169.0,1400,RWD,4705.0,1840.0,1850.0,7.0,80.0
9,Honda,Amaze 1.5 S i-DTEC,5525,75000,Diesel,Manual,Amritsar,Brown,First,Individual,1498,99.0,1750,FWD,3990.0,1680.0,1505.0,5.0,35.0
4,Toyota,Innova 2.8 GX AT 8 STR [2016-2020],28548,42794,Diesel,Automatic,Bangalore,White,First,Individual,2755,172.0,1200,RWD,4735.0,1830.0,1795.0,8.0,55.0
3,Mercedes-Benz,V-Class Elite LWB,81900,40000,Diesel,Automatic,Delhi,Silver,First,Corporate,1950,161.0,1200,RWD,5140.0,1928.0,1901.0,6.0,57.0
14,Honda,City 1.5 S MT,3250,72256,Petrol,Manual,Navi Mumbai,Black,First,Individual,1497,118.0,4600,FWD,4420.0,1695.0,1480.0,5.0,42.0
5,Audi,A3 35 TDI Premium Plus + Sunroof,38350,17300,Diesel,Automatic,Bangalore,Red,First,Individual,1968,141.0,1750,FWD,4456.0,1796.0,1416.0,5.0,50.0
6,Mahindra,Scorpio S6 Plus Intelli-Hybrid,12805,68000,Diesel,Manual,Delhi,White,First,Individual,2179,120.0,1800,RWD,4456.0,1820.0,1995.0,8.0,60.0
4,Hyundai,Venue S 1.0 AT Petrol [2019-2020],9750,43600,Petrol,Automatic,Allahabad,White,First,Individual,998,118.0,1500,FWD,3995.0,1770.0,1605.0,5.0,45.0
5,Maruti Suzuki,Wagon R VXi (O),5850,43000,Petrol,Manual,Allahabad,White,First,Individual,998,67.7,3500,FWD,3636.0,1475.0,1670.0,5.0,35.0
2,Maruti Suzuki,Vitara Brezza VXi,11037,17283,Petrol,Manual,Mumbai,White,First,Individual,1462,103.0,4400,FWD,3995.0,1790.0,1640.0,5.0,48.0
9,Maruti Suzuki,Swift DZire VXI,5590,59000,Petrol,Manual,Guwahati,Blue,First,Individual,1197,85.0,4000,FWD,3995.0,1695.0,1555.0,5.0,42.0
6,Maruti Suzuki,Ertiga VDI SHVS,9620,88000,Diesel,Manual,Mohali,White,First,Individual,1248,89.0,1750,FWD,4296.0,1695.0,1685.0,7.0,45.0
2,BMW,X7 xDrive40i M Sport,162500,9500,Petrol,Automatic,Chandigarh,White,First,Individual,2998,335.0,1500,AWD,5151.0,2000.0,1805.0,6.0,83.0
5,Hyundai,Creta SX 1.6 AT Petrol,16380,36000,Petrol,Automatic,Mumbai,Grey,First,Individual,1591,122.0,4850,FWD,4270.0,1780.0,1665.0,5.0,55.0
6,Renault,Kwid RXT [2015-2019],3250,32000,Petrol,Manual,Kolkata,White,First,Individual,799,53.0,4386,FWD,3679.0,1579.0,1478.0,5.0,28.0
5,Hyundai,Verna SX (O) AT Anniversary Edition 1.6 VTVT,12675,53300,Petrol,Automatic,Thane,Grey,First,Individual,1591,121.0,4850,FWD,4440.0,1729.0,1475.0,5.0,45.0
1,Audi,A4 Premium Plus 40 TFSI,53963,1,Petrol,Automatic,Delhi,Black,UnRegistered Car,Individual,1984,188.0,1450,FWD,4762.0,1847.0,1433.0,5.0,54.0
3,BMW,X1 sDrive20d,42250,32005,Diesel,Automatic,Bangalore,Blue,Second,Individual,1995,184.0,1750,RWD,4454.0,1798.0,1545.0,5.0,61.0
5,Ford,Endeavour Titanium 3.2 4x4 AT,44850,35000,Diesel,Automatic,Ludhiana,White,First,Individual,3198,197.0,1750,AWD,4892.0,1860.0,1837.0,7.0,80.0
1,BMW,X3 xDrive30i M Sport,86840,18223,Petrol,Automatic,Ahmedabad,Blue,First,Individual,1998,248.0,1450,AWD,4708.0,1891.0,1676.0,5.0,60.0
7,Mahindra,TUV300 T8,7800,92000,Diesel,Manual,Kanpur,White,Second,Individual,1493,84.0,1500,RWD,3995.0,1835.0,1839.0,7.0,60.0
4,Hyundai,Elantra 2.0 SX (O) AT,19045,22000,Petrol,Automatic,Mumbai,Silver,Second,Individual,1999,150.0,4000,FWD,4570.0,1800.0,1465.0,5.0,50.0
9,Hyundai,Verna Fluidic 1.6 VTVT SX,6175,62000,Petrol,Manual,Delhi,Silver,First,Individual,1591,121.0,4200,FWD,4370.0,1700.0,1475.0,5.0,43.0
1,Renault,Kiger RXZ AMT,13000,4000,Petrol,Automatic,Hyderabad,White,Second,Individual,999,71.0,3500,FWD,3991.0,1750.0,1605.0,5.0,40.0
7,Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],24050,72000,Diesel,Automatic,Ludhiana,White,First,Individual,2755,172.0,1200,RWD,4735.0,1830.0,1795.0,7.0,55.0
8,Maruti Suzuki,Ciaz ZXI+,7410,60798,Petrol,Manual,Mumbai,White,First,Individual,1373,91.0,4000,FWD,4490.0,1730.0,1485.0,5.0,43.0
7,Hyundai,Verna 1.6 VTVT SX AT,10010,20000,Petrol,Automatic,Pune,White,First,Individual,1591,121.0,4200,FWD,4375.0,1700.0,1475.0,5.0,43.0
4,Honda,City V CVT Petrol [2017-2019],13520,18000,Petrol,Automatic,Delhi,Brown,First,Individual,1497,117.0,4600,FWD,4440.0,1695.0,1495.0,5.0,40.0
9,Mahindra,Scorpio SLE BS-IV,8775,78000,Diesel,Manual,Ludhiana,White,Second,Individual,2179,120.0,1800,RWD,4430.0,1817.0,1975.0,8.0,60.0
9,Maruti Suzuki,Swift DZire VXI,5850,52000,Petrol,Manual,Delhi,Silver,First,Individual,1197,85.0,4000,FWD,3995.0,1695.0,1555.0,5.0,42.0
1,Maruti Suzuki,Swift ZXi,10400,10000,Petrol,Manual,Jalandhar,White,First,Individual,1197,89.0,4400,FWD,3845.0,1735.0,1530.0,5.0,37.0
2,Tata,Safari 2.2 VX 4x2 Varicor400,28600,32000,Diesel,Manual,Patna,Green,First,Individual,2179,154.0,1750,RWD,4655.0,1965.0,1922.0,7.0,63.0
8,Mahindra,XUV500 W10,13975,138000,Diesel,Manual,Bangalore,Silver,First,Individual,2179,138.0,1600,FWD,4585.0,1890.0,1785.0,7.0,70.0
5,Maruti Suzuki,DZire LDi,7280,84500,Diesel,Manual,Ambala Cantt,White,Third,Individual,1248,74.0,2000,FWD,3995.0,1735.0,1515.0,5.0,37.0
7,Hyundai,Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],5850,47000,Petrol,Manual,Dehradun,Grey,Second,Individual,1197,81.0,4000,FWD,3765.0,1660.0,1520.0,5.0,43.0
5,Volvo,S90 Momentum D4 [2018-2020],54275,20000,Diesel,Automatic,Delhi,White,First,Individual,1969,190.0,1750,FWD,4963.0,1879.0,1443.0,5.0,55.0
1,MINI,Cooper JCW Hatchback,67600,0,Petrol,Automatic,Ahmedabad,Yellow,UnRegistered Car,Individual,1998,228.0,1450,FWD,3850.0,1727.0,1414.0,4.0,44.0
5,Hyundai,Verna EX 1.6 CRDi [2017-2018],10530,73000,Diesel,Manual,Pune,Red,First,Individual,1582,126.0,1500,FWD,4440.0,1729.0,1475.0,5.0,45.0
12,Mercedes-Benz,S-Class S 500,24375,72000,Petrol,Automatic,Mumbai,Silver,First,Individual,4663,453.0,1800,RWD,5246.0,1899.0,1494.0,4.0,80.0
8,Honda,Jazz S AT [2015-2016],6760,42000,Petrol,Automatic,Delhi,White,First,Individual,1198,87.0,4800,FWD,3955.0,1694.0,1544.0,5.0,40.0
2,Mercedes-Benz,GLE 300d 4MATIC LWB,115700,9000,Diesel,Automatic,Delhi,Black,First,Individual,1950,241.0,1600,AWD,4924.0,2157.0,1772.0,5.0,93.0
8,Maruti Suzuki,Swift VDi,5525,36528,Diesel,Manual,Varanasi,Blue,Third,Individual,1248,74.0,2000,FWD,3850.0,1695.0,1530.0,5.0,42.0
11,Maruti Suzuki,Swift VXi,4225,30000,Petrol,Manual,Patna,Blue,First,Individual,1197,85.0,4000,FWD,3850.0,1695.0,1530.0,5.0,42.0
7,Volvo,XC60 Inscription,25350,79000,Diesel,Automatic,Ahmedabad,White,First,Individual,2400,215.0,1500,AWD,4644.0,1891.0,1713.0,5.0,70.0
4,BMW,X3 xDrive-20d xLine,68900,15087,Diesel,Automatic,Mumbai,Blue,First,Corporate,1995,190.0,1750,AWD,4657.0,1881.0,1678.0,5.0,67.0
5,Mahindra,Scorpio S2,12350,41000,Diesel,Manual,Patna,Blue,First,Individual,2523,75.0,1400,RWD,4456.0,1820.0,1930.0,8.0,60.0
2,Volvo,XC90 D5 Inscription,110500,32500,Diesel,Automatic,Ahmedabad,White,First,Individual,1969,232.0,1750,AWD,4953.0,2008.0,1776.0,7.0,71.0
8,Audi,A6 35 TDI Matrix,25675,61000,Diesel,Automatic,Delhi,White,Second,Individual,1968,190.0,1750,FWD,4933.0,1874.0,1455.0,5.0,75.0
6,Mercedes-Benz,GLE 250 d,54600,85000,Diesel,Automatic,Ludhiana,Black,First,Individual,2143,201.0,1600,AWD,4819.0,2141.0,1796.0,5.0,93.0
4,Mercedes-Benz,C-Class C 220d Progressive [2018-2019],45500,55000,Diesel,Automatic,Pune,Black,Second,Individual,1950,192.0,1600,RWD,4686.0,1810.0,1442.0,5.0,66.0
6,Renault,Kwid CLIMBER 1.0 [2017-2019],4875,45000,Petrol,Manual,Bhubaneswar,Grey,UnRegistered Car,Individual,999,67.0,4250,FWD,3679.0,1579.0,1478.0,5.0,28.0
7,Mercedes-Benz,GLA 200 d Sport,23725,58000,Diesel,Automatic,Lucknow,White,First,Individual,2143,134.0,1600,FWD,4424.0,1804.0,1494.0,5.0,50.0
2,Mahindra,Thar LX 4-STR Hard Top Petrol AT,22230,4400,Petrol,Automatic,Mumbai,Black,First,Individual,1997,150.0,1500,AWD,3985.0,1820.0,1844.0,4.0,57.0
9,Maruti Suzuki,Celerio VXi AMT,4875,35000,Petrol,Automatic,Delhi,Red,First,Individual,998,67.0,3500,FWD,3600.0,1600.0,1560.0,5.0,35.0
7,Maruti Suzuki,Alto 800 Vxi,3705,22346,Petrol,Manual,Patna,White,First,Individual,796,47.0,3500,FWD,3395.0,1490.0,1475.0,5.0,35.0
2,Mahindra,Thar AX 6-STR Soft Top Petrol MT,24050,23280,Petrol,Manual,Aurangabad,Red,Second,Individual,1997,150.0,1250,AWD,3985.0,1820.0,1920.0,6.0,57.0
10,Maruti Suzuki,Ertiga ZDi,8073,72000,Diesel,Manual,Mumbai,Blue,First,Individual,1248,89.0,1750,FWD,4265.0,1695.0,1685.0,7.0,45.0
7,Mitsubishi,Pajero 2.5 AT,19175,82000,Diesel,Automatic,Mumbai,Grey,First,Individual,2477,176.0,1800,RWD,4695.0,1815.0,1840.0,7.0,70.0
8,Toyota,Fortuner 3.0 4x2 AT,23400,86000,Diesel,Automatic,Ludhiana,White,Second,Individual,2982,169.0,1400,RWD,4705.0,1840.0,1850.0,7.0,80.0
5,Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],5187,38000,Petrol,Manual,Kolkata,Silver,First,Individual,1197,81.0,4000,FWD,3765.0,1660.0,1520.0,5.0,43.0
8,Hyundai,Creta 1.6 SX Plus Special Edition,11570,138314,Diesel,Manual,Hyderabad,White,First,Individual,1582,126.0,1900,FWD,4270.0,1780.0,1630.0,5.0,60.0
2,Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,17225,9900,Petrol,Automatic,Mumbai,Blue,First,Individual,1591,121.0,4200,FWD,4370.0,1700.0,1475.0,5.0,43.0
1,Mercedes-Benz,C-Class 220 CDI AT,68900,12500,Diesel,Automatic,Hyderabad,White,UnRegistered Car,Individual,2148,170.0,2000,RWD,4596.0,1770.0,1447.0,5.0,66.0
5,Mercedes-Benz,E-Class E 220d Expression [2019-2019],62075,51529,Diesel,Automatic,Bangalore,White,First,Individual,1950,192.0,1600,RWD,5063.0,1860.0,1494.0,5.0,80.0
10,Mahindra,Quanto C4,3237,60000,Diesel,Manual,Kolkata,Red,First,Individual,1493,100.0,1600,RWD,3985.0,1850.0,1880.0,7.0,55.0
4,Maruti Suzuki,Celerio VXi (O) [2019-2020],6630,48000,Petrol,Manual,Hyderabad,White,First,Individual,998,67.0,3500,FWD,3695.0,1600.0,1560.0,5.0,35.0
5,Jeep,Compass Limited 2.0 Diesel 4x4 [2017-2020],18850,90000,Diesel,Manual,Guwahati,Black,First,Individual,1956,171.0,1750,AWD,4395.0,1818.0,1640.0,5.0,60.0
6,Maruti Suzuki,S-Cross Delta 1.6,8320,63000,Diesel,Manual,Delhi,Grey,First,Individual,1598,118.0,1750,FWD,4300.0,1765.0,1590.0,5.0,48.0
6,Maruti Suzuki,Celerio LDi [2015-2017],3887,65822,Diesel,Manual,Lucknow,Silver,First,Individual,793,46.0,2000,FWD,3600.0,1600.0,1560.0,5.0,35.0
14,Maruti Suzuki,Wagon R Duo LXi LPG,2535,102000,LPG,Manual,Nashik,White,First,Individual,1061,58.0,4500,FWD,3520.0,1475.0,1660.0,5.0,35.0
12,Mercedes-Benz,S-Class 350 CDI L,19435,72100,Diesel,Automatic,Mumbai,Red,Second,Individual,2987,235.0,1800,RWD,5226.0,2120.0,1479.0,5.0,90.0
2,Porsche,Cayenne Base,193700,7534,Petrol,Automatic,Mumbai,Blue,UnRegistered Car,Individual,2995,335.0,1340,AWD,4918.0,1983.0,1696.0,5.0,75.0
10,Toyota,Etios Liva G,4550,34000,Petrol,Manual,Pune,Black,First,Individual,1197,80.0,3100,FWD,3775.0,1695.0,1510.0,5.0,45.0
6,Toyota,Innova 2.4 VX 7 STR [2016-2020],18473,75000,Diesel,Manual,Varanasi,White,Second,Individual,2393,148.0,1400,RWD,4735.0,1830.0,1795.0,7.0,55.0
6,Honda,Jazz V AT Petrol,7735,99000,Petrol,Automatic,Noida,Brown,First,Individual,1199,89.0,4800,FWD,3955.0,1694.0,1544.0,5.0,40.0
10,Maruti Suzuki,Swift DZire VDI,4563,42000,Diesel,Manual,Patna,White,First,Individual,1248,74.0,2000,FWD,3995.0,1695.0,1555.0,5.0,42.0
6,Mahindra,XUV500 W8 AWD,12675,78000,Diesel,Manual,Mumbai,Silver,First,Individual,2179,140.0,2800,AWD,4585.0,1890.0,1785.0,7.0,70.0
4,Maruti Suzuki,Ciaz Delta Hybrid 1.5 [2018-2020],10725,44000,Petrol,Manual,Delhi,White,First,Individual,1462,103.0,4400,FWD,4490.0,1730.0,1485.0,5.0,43.0
6,Tata,Hexa XT 4x2 6 STR,13650,88757,Diesel,Manual,Indore,Blue,Second,Individual,2179,154.0,1700,RWD,4788.0,1903.0,1791.0,6.0,60.0
6,Audi,Q3 30 TDI Premium FWD,25610,85000,Diesel,Automatic,Chennai,Blue,Second,Individual,1968,150.0,1750,FWD,4385.0,1831.0,1608.0,5.0,64.0
3,BMW,2 Series Gran Coupe 220d M Sport [2020-2021],53300,12136,Diesel,Automatic,Hyderabad,Blue,First,Corporate,1995,188.0,1750,FWD,4526.0,1800.0,1420.0,5.0,50.0
8,Audi,A4 35 TDI Premium Sunroof,19825,49000,Diesel,Automatic,Mohali,Silver,First,Individual,1968,177.0,1750,FWD,4701.0,1826.0,1427.0,5.0,63.0
2,Mercedes-Benz,A-Class Sedan 200,53950,6000,Petrol,Automatic,Delhi,White,First,Individual,1332,161.0,1620,FWD,4549.0,1796.0,1446.0,5.0,43.0
6,Maruti Suzuki,Vitara Brezza ZDi Plus,9425,64000,Diesel,Manual,Kolkata,Gold,First,Individual,1248,89.0,1750,FWD,3995.0,1790.0,1640.0,5.0,48.0
12,Toyota,Corolla Altis 1.8 G,4420,109000,Petrol,Manual,Mumbai,White,Second,Individual,1794,132.0,4200,FWD,4540.0,1760.0,1480.0,5.0,55.0
5,Maruti Suzuki,Baleno Delta 1.2,8450,32000,Petrol,Manual,Delhi,Blue,First,Individual,1197,83.0,4000,FWD,3995.0,1745.0,1500.0,5.0,37.0
4,Maruti Suzuki,Swift Lxi (O) [2014-2017],7410,13000,Petrol,Manual,Delhi,Silver,First,Individual,1197,83.0,4000,FWD,3850.0,1695.0,1530.0,5.0,42.0
3,Mahindra,Scorpio S5 2WD 7 STR,15860,35000,Diesel,Manual,Patna,White,First,Individual,2179,120.0,1800,RWD,4456.0,1820.0,1995.0,7.0,60.0
6,Mahindra,XUV500 W4 1.99,10400,112000,Diesel,Manual,Muzaffurpur,Silver,First,Individual,1997,138.0,1600,FWD,4585.0,1890.0,1785.0,7.0,70.0
6,Maruti Suzuki,Baleno Zeta 1.2 AT,8580,40000,Petrol,Automatic,Pune,Blue,First,Individual,1197,83.0,4000,FWD,3995.0,1745.0,1500.0,5.0,37.0
6,Honda,WR-V VX MT Petrol,7475,53580,Petrol,Manual,Kolkata,Gold,First,Individual,1199,89.0,4800,FWD,3999.0,1734.0,1601.0,5.0,40.0
10,Mahindra,Quanto C8,3120,51500,Diesel,Manual,Kolkata,Maroon,Second,Individual,1493,100.0,1600,RWD,3985.0,1850.0,1880.0,7.0,55.0
4,Honda,City V Petrol,12350,22000,Petrol,Manual,Noida,White,First,Individual,1497,118.0,4600,FWD,4440.0,1695.0,1495.0,5.0,40.0
6,Renault,Kwid RXT [2015-2019],5447,23700,Petrol,Manual,Mysore,Bronze,First,Individual,799,53.0,4386,FWD,3679.0,1579.0,1478.0,5.0,28.0
6,Maruti Suzuki,Swift DZire VXI AT,9750,48069,Petrol,Automatic,Hyderabad,White,First,Individual,1197,83.0,4000,FWD,3995.0,1695.0,1555.0,5.0,42.0
4,Audi,A4 35 TDI Premium Plus,44200,48000,Diesel,Automatic,Chandigarh,White,First,Individual,1968,188.0,1750,FWD,4726.0,1842.0,1427.0,5.0,54.0
8,Skoda,Octavia Elegance 2.0 TDI AT,15080,47981,Diesel,Automatic,Mumbai,Black,First,Individual,1968,141.0,1750,FWD,4659.0,1814.0,1476.0,5.0,50.0
2,Hyundai,Alcazar Platinum 7 STR 1.5 Diesel,22750,26000,Diesel,Manual,Zirakpur,White,First,Individual,1493,113.0,1500,FWD,4500.0,1790.0,1675.0,7.0,50.0
3,Kia,Seltos HTK Plus AT 1.5 Diesel [2020-2021],20475,63000,Diesel,Automatic,Ahmedabad,White,First,Individual,1493,113.0,1500,FWD,4315.0,1800.0,1645.0,5.0,50.0
4,Toyota,Fortuner 2.8 4x2 AT [2016-2020],36543,71500,Diesel,Automatic,Delhi,White,Second,Individual,2755,174.0,1600,RWD,4795.0,1855.0,1835.0,7.0,80.0
7,Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],6175,16630,Petrol,Manual,Mumbai,Maroon,First,Individual,1197,81.0,4000,FWD,3765.0,1660.0,1520.0,5.0,43.0
5,Audi,A6 35 TDI Matrix,56563,36000,Diesel,Automatic,Pune,White,First,Individual,1968,190.0,1750,FWD,4933.0,1874.0,1455.0,5.0,75.0
6,Honda,City VX Petrol [2017-2019],11050,47255,Petrol,Manual,Ahmedabad,Grey,First,Individual,1497,117.0,4600,FWD,4440.0,1695.0,1495.0,5.0,40.0
5,Mahindra,XUV500 W5 [2018-2020],14235,50000,Diesel,Manual,Zirakpur,Maroon,First,Individual,2179,153.0,1750,FWD,4585.0,1890.0,1785.0,7.0,70.0
2,BMW,5-Series 530d M Sport,100100,18703,Diesel,Automatic,Chennai,White,First,Individual,2993,261.0,2000,RWD,4963.0,1868.0,1467.0,5.0,66.0
2,Audi,A6 Technology 45 TFSI,75400,7935,Petrol,Automatic,Surat,Brown,UnRegistered Car,Individual,1984,241.0,1600,FWD,4939.0,1886.0,1457.0,5.0,73.0
1,Hyundai,Creta SX 1.5 Petrol CVT [2020-2022],25025,9355,Petrol,Automatic,Mumbai,White,First,Individual,1497,113.0,4500,FWD,4300.0,1790.0,1635.0,5.0,50.0
5,Renault,Kwid RXL [2015-2019],3965,34800,Petrol,Manual,Jamshedpur,Red,First,Individual,799,53.0,4386,FWD,3679.0,1579.0,1478.0,5.0,28.0
10,Nissan,Terrano XL D Plus,5005,72000,Diesel,Manual,Dehradun,Grey,Second,Individual,1461,84.0,1900,FWD,4331.0,1822.0,1671.0,5.0,50.0
11,Skoda,Rapid Elegance 1.6 TDI CR MT,6500,86288,Diesel,Manual,Hyderabad,Black,First,Individual,1598,103.0,1500,FWD,4386.0,1699.0,1466.0,5.0,55.0
